observ,profile1,tectonics1,tg1,profile2,tectonics2,profile3,tg2,tectonics3,tg3,profile4,tectonics4,tg4,profile5,tectonics5,tg5,profile6,tectonics6,tg6,profile7,tectonics7,tg7,profile8,tectonics8,tg8,profile9,tectonics9,tg9,profile10,tectonics10,tg10,profile11,tectonics11,tg11,profile12,tectonics12,tg12,profile13,tectonics13,tg13,profile14,tectonics14,tg14,profile15,tectonics15,tg15,profile16,tectonics16,tg16,profile17,tectonics17,tg17,profile18,tectonics18,tg18,profile19,tectonics19,tg19,profile20,tectonics20,tg20,profile21,tectonics21,tg21,profile22,tectonics22,tg22,profile23,tectonics23,tg23,profile24,tectonics24,tg24,profile25,tectonics25,tg25
39,-2250,Ph,0.05959421,-3200,Ph,-3450,0.05889147,Ma,0.07532998,-6250,Ph,0.06502649,-5150,Ph,0.06545271,-5850,Ph,0.07206682,-6350,Ph,0.07767503,-2600,Ph,0.07206682,-6000,Ph,0.07532998,-1950,Ph,0.06588456,-4600,Ph,0.06031394,-3950,Ph,0.06813234,-5900,Ph,0.06721504,-6000,Ph,0.05854629,-9100,Ph,0.05469926,-9050,Ph,0.0553049,-8850,Ph,0.0553049,-5450,Ph,0.05268023,-4750,Ph,0.05500041,-4850,Ph,0.05324171,-5350,Ph,0.04720483,-4250,Ph,0.05132705,-4750,Ph,0.08082045,-4400,Ph,0.08082045,-4750,Ph,0.06721504
40,-2250,Ph,0.05959421,-3200,Ph,-3450,0.05889147,Ma,0.07532998,-6250,Ph,0.06502649,-5650,Ph,0.06545271,-6250,Ph,0.07206682,-6350,Ph,0.07767503,-2600,Ph,0.07206682,-6000,Ph,0.07532998,-1950,Ph,0.06588456,-4600,Ph,0.06031394,-3950,Ph,0.06813234,-5900,Ph,0.06721504,-5550,Ph,0.05854629,-9100,Ph,0.05469926,-9050,Ph,0.0553049,-8800,Ph,0.0553049,-5450,Ph,0.05268023,-4800,Ph,0.05500041,-4850,Ph,0.05324171,-4700,Ph,0.04720483,-4250,Ph,0.05132705,-4700,Ph,0.08082045,-5100,Ph,0.08082045,-4700,Ph,0.06721504
41,-2200,Ph,0.05959421,-2900,Ph,-3400,0.05889147,Ma,0.07532998,-6200,Ph,0.06502649,-5650,Ph,0.06545271,-6250,Ph,0.07206682,-6300,Ph,0.07767503,-2550,Ph,0.07206682,-6000,Ph,0.07532998,-1850,Ph,0.06588456,-4650,Ph,0.06031394,-3950,Ph,0.06813234,-5700,Ph,0.06721504,-5550,Ph,0.05854629,-8950,Ph,0.05469926,-8950,Ph,0.0553049,-8800,Ph,0.0553049,-5450,Ph,0.05268023,-4800,Ph,0.05500041,-4900,Ph,0.05324171,-4700,Ph,0.04720483,-5400,Ph,0.05132705,-4700,Ph,0.08082045,-5100,Ph,0.08082045,-4700,Ph,0.06721504
42,-2200,Ph,0.05959421,-2900,Ph,-3400,0.05889147,Ma,0.07532998,-6200,Ph,0.06502649,-5600,Ph,0.06545271,-6200,Ph,0.07206682,-6300,Ph,0.07767503,-2550,Ph,0.07206682,-6000,Ph,0.07532998,-1850,Ph,0.06588456,-4650,Ph,0.06031394,-3950,Ph,0.06813234,-5700,Ph,0.06721504,-5650,Ph,0.05854629,-8950,Ph,0.05469926,-8950,Ph,0.0553049,-8750,Ph,0.0553049,-5450,Ph,0.05268023,-4850,Ph,0.05500041,-4900,Ph,0.05324171,-4750,Ph,0.04720483,-5400,Ph,0.05132705,-4900,Ph,0.08082045,-5150,Ph,0.08082045,-4950,Ph,0.06721504
43,-2150,Ph,0.05959421,-2950,Ph,-3350,0.05889147,Ma,0.07532998,-6200,Ph,0.06502649,-5600,Ph,0.06545271,-6200,Ph,0.07206682,-6250,Ph,0.07767503,-2500,Ph,0.07206682,-6050,Ph,0.07532998,-4100,Ph,0.06588456,-4650,Ph,0.06031394,-3650,Ph,0.06813234,-5650,Ph,0.06721504,-5650,Ph,0.05854629,-9000,Ph,0.05469926,-8900,Ph,0.0553049,-8750,Ph,0.0553049,-5050,Ph,0.05268023,-4850,Ph,0.05500041,-4950,Ph,0.05324171,-4750,Ph,0.04720483,-5450,Ph,0.05132705,-4900,Ph,0.08082045,-5150,Ph,0.08082045,-4950,Ph,0.06721504
44,-2150,Ph,0.05959421,-2950,Ph,-3350,0.05889147,Ma,0.07532998,-6200,Ph,0.06502649,-5550,Ph,0.06545271,-5800,Ph,0.07206682,-6250,Ph,0.07767503,-2500,Ph,0.07206682,-6050,Ph,0.07532998,-4100,Ph,0.06588456,-4700,Ph,0.06031394,-3650,Ph,0.06813234,-5650,Ph,0.06721504,-5600,Ph,0.05854629,-9000,Ph,0.05469926,-8900,Ph,0.0553049,-9050,Ph,0.0553049,-5050,Ph,0.05268023,-4900,Ph,0.05500041,-4950,Ph,0.05324171,-4800,Ph,0.04720483,-5450,Ph,0.05132705,-4850,Ph,0.08082045,-4400,Ph,0.08082045,-4900,Ph,0.06721504
45,-2100,Ph,0.05959421,-3150,Ph,-4000,0.05889147,Ma,0.07532998,-5800,Ph,0.06502649,-5550,Ph,0.06545271,-5800,Ph,0.07206682,-6200,Ph,0.07767503,-3150,Ph,0.07206682,-6050,Ph,0.07532998,-4150,Ph,0.06588456,-4700,Ph,0.06031394,-3700,Ph,0.06813234,-5950,Ph,0.06721504,-5600,Ph,0.05854629,-9150,Ph,0.05469926,-9000,Ph,0.0553049,-9050,Ph,0.0553049,-5050,Ph,0.05268023,-4900,Ph,0.05500041,-5000,Ph,0.05324171,-4800,Ph,0.04720483,-5050,Ph,0.05132705,-4850,Ph,0.08082045,-4400,Ph,0.08082045,-4900,Ph,0.06721504
46,-2100,Ph,0.05959421,-3150,Ph,-4000,0.05889147,Ma,0.07532998,-5800,Ph,0.06502649,-5500,Ph,0.06545271,-2300,Ph,0.07206682,-6200,Ph,0.07767503,-3150,Ph,0.07206682,-6050,Ph,0.07532998,-4150,Ph,0.06588456,-4700,Ph,0.06031394,-3700,Ph,0.06813234,-5950,Ph,0.06721504,-5250,Ph,0.05854629,-9150,Ph,0.05469926,-9000,Ph,0.0553049,-5550,Ph,0.0553049,-5050,Ph,0.05268023,-4950,Ph,0.05500041,-5000,Ph,0.05324171,-4850,Ph,0.04720483,-5050,Ph,0.05132705,-4950,Ph,0.08082045,-4200,Ph,0.08082045,-5200,Ph,0.06721504
47,-2050,Ph,0.05959421,-3000,Ph,-3950,0.05889147,Ma,0.07532998,-3900,Ph,0.06502649,-5500,Ph,0.06545271,-2300,Ph,0.07206682,-3900,Ph,0.07767503,-3100,Ph,0.07206682,-6150,Ph,0.07532998,-3800,Ph,0.06588456,-4050,Ph,0.06031394,-4100,Ph,0.06813234,-6000,Ph,0.06721504,-5250,Ph,0.05854629,-8450,Ph,0.05469926,-8850,Ph,0.0553049,-5550,Ph,0.0553049,-5050,Ph,0.05268023,-4950,Ph,0.05500041,-4650,Ph,0.05324171,-4850,Ph,0.04720483,-5100,Ph,0.05132705,-4950,Ph,0.08082045,-4200,Ph,0.08082045,-5200,Ph,0.06721504
48,-2050,Ph,0.05959421,-3000,Ph,-3950,0.05889147,Ma,0.07532998,-3900,Ph,0.06502649,-5450,Ph,0.06545271,-2250,Ph,0.07206682,-3900,Ph,0.07767503,-3100,Ph,0.07206682,-6150,Ph,0.07532998,-3800,Ph,0.06588456,-4050,Ph,0.06031394,-4100,Ph,0.06813234,-6000,Ph,0.06721504,-5700,Ph,0.05854629,-8450,Ph,0.05469926,-8850,Ph,0.0553049,-5550,Ph,0.0553049,-5050,Ph,0.05268023,-5000,Ph,0.05500041,-4650,Ph,0.05324171,-4900,Ph,0.04720483,-5100,Ph,0.05132705,-5000,Ph,0.08082045,-4250,Ph,0.08082045,-5150,Ph,0.06721504
49,-2000,Ph,0.05959421,-3400,Ph,-3900,0.05889147,Ma,0.07532998,-5700,Ph,0.06502649,-5450,Ph,0.06545271,-2250,Ph,0.07206682,-3950,Ph,0.07767503,-3050,Ph,0.07206682,-6150,Ph,0.07532998,-3850,Ph,0.06588456,-4050,Ph,0.06031394,-4050,Ph,0.06813234,-6050,Ph,0.06721504,-5700,Ph,0.05854629,-8400,Ph,0.05469926,-8800,Ph,0.0553049,-5550,Ph,0.0553049,-5100,Ph,0.05268023,-5000,Ph,0.05500041,-4550,Ph,0.05324171,-4900,Ph,0.04720483,-5150,Ph,0.05132705,-5000,Ph,0.08082045,-4250,Ph,0.08082045,-5150,Ph,0.06721504
50,-2000,Ph,0.05959421,-3400,Ph,-3900,0.05889147,Ma,0.07532998,-5700,Ph,0.06502649,-5400,Ph,0.06545271,-2200,Ph,0.07206682,-3950,Ph,0.07767503,-3050,Ph,0.07206682,-6150,Ph,0.07532998,-3850,Ph,0.06588456,-4100,Ph,0.06031394,-4050,Ph,0.06813234,-6050,Ph,0.06721504,-5300,Ph,0.05854629,-8400,Ph,0.05469926,-8800,Ph,0.0553049,-5550,Ph,0.0553049,-5100,Ph,0.05268023,-4650,Ph,0.05500041,-4550,Ph,0.05324171,-4950,Ph,0.04720483,-5150,Ph,0.05132705,-5050,Ph,0.08082045,-4300,Ph,0.08082045,-5100,Ph,0.06721504
51,-1950,Ph,0.05959421,-3350,Ph,-3850,0.05889147,Ma,0.07532998,-4650,Ph,0.06502649,-5400,Ph,0.06545271,-2200,Ph,0.07206682,-4000,Ph,0.07767503,-3000,Ph,0.07206682,-6100,Ph,0.07532998,-3700,Ph,0.06588456,-4100,Ph,0.06031394,-4000,Ph,0.06813234,-6100,Ph,0.06721504,-5300,Ph,0.05854629,-5550,Ph,0.05469926,-8700,Ph,0.0553049,-5550,Ph,0.0553049,-5100,Ph,0.05268023,-4650,Ph,0.05500041,-4550,Ph,0.05324171,-4950,Ph,0.04720483,-5200,Ph,0.05132705,-5050,Ph,0.08082045,-4300,Ph,0.08082045,-5100,Ph,0.06721504
52,-1950,Ph,0.05959421,-3350,Ph,-3850,0.05889147,Ma,0.07532998,-4650,Ph,0.06502649,-5350,Ph,0.06545271,-2150,Ph,0.07206682,-4000,Ph,0.07767503,-3000,Ph,0.07206682,-6100,Ph,0.07532998,-3700,Ph,0.06588456,-4100,Ph,0.06031394,-4000,Ph,0.06813234,-6100,Ph,0.06721504,-5400,Ph,0.05854629,-5550,Ph,0.05469926,-8700,Ph,0.0553049,-8650,Ph,0.0553049,-5100,Ph,0.05268023,-4550,Ph,0.05500041,-4600,Ph,0.05324171,-5000,Ph,0.04720483,-5200,Ph,0.05132705,-4850,Ph,0.08082045,-4350,Ph,0.08082045,-4800,Ph,0.06721504
53,-2450,Ph,0.05959421,-2200,Ph,-3800,0.05889147,Ma,0.07532998,-4600,Ph,0.06502649,-5350,Ph,0.06545271,-2150,Ph,0.07206682,-4050,Ph,0.07767503,-2950,Ph,0.07206682,-6100,Ph,0.07532998,-3750,Ph,0.06588456,-4150,Ph,0.06031394,-3850,Ph,0.06813234,-6150,Ph,0.06721504,-5400,Ph,0.05854629,-6100,Ph,0.05469926,-8800,Ph,0.0553049,-8650,Ph,0.0553049,-5150,Ph,0.05268023,-4550,Ph,0.05500041,-4600,Ph,0.05324171,-5000,Ph,0.04720483,-5250,Ph,0.05132705,-4850,Ph,0.08082045,-4350,Ph,0.08082045,-4850,Ph,0.06721504
54,-2450,Ph,0.05959421,-2200,Ph,-3800,0.05889147,Ma,0.07532998,-4600,Ph,0.06502649,-3250,Ph,0.06545271,-2350,Ph,0.07206682,-4050,Ph,0.07767503,-2950,Ph,0.07206682,-6100,Ph,0.07532998,-3750,Ph,0.06588456,-4150,Ph,0.06031394,-3850,Ph,0.06813234,-6150,Ph,0.06721504,-5350,Ph,0.05854629,-6100,Ph,0.05469926,-8800,Ph,0.0553049,-8600,Ph,0.0553049,-5150,Ph,0.05268023,-4550,Ph,0.05500041,-4600,Ph,0.05324171,-4650,Ph,0.04720483,-5250,Ph,0.05132705,-4800,Ph,0.08082045,-4450,Ph,0.08082045,-5350,Ph,0.06721504
55,-2400,Ph,0.05959421,-2250,Ph,-3750,0.05889147,Ma,0.07532998,-5900,Ph,0.06502649,-3250,Ph,0.06545271,-2350,Ph,0.07206682,-4100,Ph,0.07767503,-2900,Ph,0.07206682,-3350,Ph,0.07532998,-3900,Ph,0.06588456,-4150,Ph,0.06031394,-3850,Ph,0.06813234,-5450,Ph,0.06721504,-5350,Ph,0.05854629,-6150,Ph,0.05469926,-8750,Ph,0.0553049,-8600,Ph,0.0553049,-5150,Ph,0.05268023,-4600,Ph,0.05500041,-4350,Ph,0.05324171,-4650,Ph,0.04720483,-5300,Ph,0.05132705,-4800,Ph,0.08082045,-4450,Ph,0.08082045,-5350,Ph,0.06721504
56,-2400,Ph,0.05959421,-2250,Ph,-3750,0.05889147,Ma,0.07532998,-5900,Ph,0.06502649,-3400,Ph,0.06545271,-2300,Ph,0.07206682,-4100,Ph,0.07767503,-2900,Ph,0.07206682,-3350,Ph,0.07532998,-3900,Ph,0.06588456,-4200,Ph,0.06031394,-3850,Ph,0.06813234,-5450,Ph,0.06721504,-5450,Ph,0.05854629,-6150,Ph,0.05469926,-8750,Ph,0.0553049,-8550,Ph,0.0553049,-5150,Ph,0.05268023,-4600,Ph,0.05500041,-4350,Ph,0.05324171,-4550,Ph,0.04720483,-5300,Ph,0.05132705,-5000,Ph,0.08082045,-4550,Ph,0.08082045,-5300,Ph,0.06721504
57,-2350,Ph,0.05959421,-2300,Ph,-3700,0.05889147,Ma,0.07532998,-5900,Ph,0.06502649,-3400,Ph,0.06545271,-2300,Ph,0.07206682,-4100,Ph,0.07767503,-2850,Ph,0.07206682,-2900,Ph,0.07532998,-3850,Ph,0.06588456,-4200,Ph,0.06031394,-3850,Ph,0.06813234,-5500,Ph,0.06721504,-5450,Ph,0.05854629,-6050,Ph,0.05469926,-3950,Ph,0.0553049,-8550,Ph,0.0553049,-5150,Ph,0.05268023,-4600,Ph,0.05500041,-4350,Ph,0.05324171,-4550,Ph,0.04720483,-5350,Ph,0.05132705,-5000,Ph,0.08082045,-4550,Ph,0.08082045,-5300,Ph,0.06721504
58,-2350,Ph,0.05959421,-2300,Ph,-3700,0.05889147,Ma,0.07532998,-5900,Ph,0.06502649,-3300,Ph,0.06545271,-2100,Ph,0.07206682,-4100,Ph,0.07767503,-2850,Ph,0.07206682,-2900,Ph,0.07532998,-3850,Ph,0.06588456,-4200,Ph,0.06031394,-3850,Ph,0.06813234,-5500,Ph,0.06721504,-5500,Ph,0.05854629,-6050,Ph,0.05469926,-3950,Ph,0.0553049,-8500,Ph,0.0553049,-5150,Ph,0.05268023,-4350,Ph,0.05500041,-4350,Ph,0.05324171,-4550,Ph,0.04720483,-5350,Ph,0.05132705,-5100,Ph,0.08082045,-4550,Ph,0.08082045,-5250,Ph,0.06721504
59,-2300,Ph,0.05959421,-2350,Ph,-4950,0.05889147,Ma,0.07532998,-5800,Ph,0.06502649,-3300,Ph,0.06545271,-2100,Ph,0.07206682,-3200,Ph,0.07767503,-2950,Ph,0.07206682,-3050,Ph,0.07532998,-3950,Ph,0.06588456,-4250,Ph,0.06031394,-3850,Ph,0.06813234,-5550,Ph,0.06721504,-5500,Ph,0.05854629,-6050,Ph,0.05469926,-5550,Ph,0.0553049,-8500,Ph,0.0553049,-5200,Ph,0.05268023,-4350,Ph,0.05500041,-4350,Ph,0.05324171,-4600,Ph,0.04720483,-4700,Ph,0.05132705,-5100,Ph,0.08082045,-4550,Ph,0.08082045,-5250,Ph,0.06721504
60,-2300,Ph,0.05959421,-2350,Ph,-4950,0.05889147,Ma,0.07532998,-5800,Ph,0.06502649,-3350,Ph,0.06545271,-2000,Ph,0.07206682,-3200,Ph,0.07767503,-2950,Ph,0.07206682,-3050,Ph,0.07532998,-3950,Ph,0.06588456,-4250,Ph,0.06031394,-3850,Ph,0.06813234,-5550,Ph,0.06721504,-5750,Ph,0.05854629,-6050,Ph,0.05469926,-5550,Ph,0.0553049,-5450,Ph,0.0553049,-5200,Ph,0.05268023,-4350,Ph,0.05500041,-4400,Ph,0.05324171,-4600,Ph,0.04720483,-4700,Ph,0.05132705,-4950,Ph,0.08082045,-4500,Ph,0.08082045,-3200,Ph,0.06721504
61,-5850,Ph,0.05959421,-2400,Ph,-4900,0.05889147,Ma,0.07532998,-5850,Ph,0.06502649,-3350,Ph,0.06545271,-2000,Ph,0.07206682,-3150,Ph,0.07767503,-3050,Ph,0.07206682,-3000,Ph,0.07532998,-4000,Ph,0.06588456,-4250,Ph,0.06031394,-3900,Ph,0.06813234,-5600,Ph,0.06721504,-5750,Ph,0.05854629,-6100,Ph,0.05469926,-8850,Ph,0.0553049,-5450,Ph,0.0553049,-5200,Ph,0.05268023,-4400,Ph,0.05500041,-4400,Ph,0.05324171,-4600,Ph,0.04720483,-4750,Ph,0.05132705,-4950,Ph,0.08082045,-4500,Ph,0.08082045,-3200,Ph,0.06721504
62,-5850,Ph,0.05959421,-2400,Ph,-4900,0.05889147,Ma,0.07532998,-5850,Ph,0.06502649,-3550,Ph,0.06545271,-2050,Ph,0.07206682,-3150,Ph,0.07767503,-3050,Ph,0.07206682,-3000,Ph,0.07532998,-4000,Ph,0.06588456,-4300,Ph,0.06031394,-3900,Ph,0.06813234,-5600,Ph,0.06721504,-5950,Ph,0.05854629,-6100,Ph,0.05469926,-8850,Ph,0.0553049,-5500,Ph,0.0553049,-5200,Ph,0.05268023,-4400,Ph,0.05500041,-4400,Ph,0.05324171,-4350,Ph,0.04720483,-4750,Ph,0.05132705,-5000,Ph,0.08082045,-4500,Ph,0.08082045,-3150,Ph,0.06721504
63,-5800,Ph,0.05959421,-2450,Ph,-4850,0.05889147,Ma,0.07532998,-6000,Ph,0.06502649,-3550,Ph,0.06545271,-2050,Ph,0.07206682,-5200,Ph,0.07767503,-5100,Ph,0.07206682,-2950,Ph,0.07532998,-3800,Ph,0.06588456,-4300,Ph,0.06031394,-3900,Ph,0.06813234,-6100,Ph,0.06721504,-5950,Ph,0.05854629,-6000,Ph,0.05469926,-8650,Ph,0.0553049,-5500,Ph,0.0553049,-5250,Ph,0.05268023,-4400,Ph,0.05500041,-4400,Ph,0.05324171,-4350,Ph,0.04720483,-4800,Ph,0.05132705,-5000,Ph,0.08082045,-4500,Ph,0.08082045,-3150,Ph,0.06721504
64,-5800,Ph,0.05959421,-2450,Ph,-4850,0.05889147,Ma,0.07532998,-6000,Ph,0.06502649,-3500,Ma,0.06545271,-6950,Ph,0.07206682,-5200,Ph,0.07767503,-5100,Ph,0.07206682,-2950,Ph,0.07532998,-3800,Ph,0.06588456,-4300,Ph,0.06031394,-3900,Ph,0.06813234,-6100,Ph,0.06721504,-5850,Ph,0.05854629,-6000,Ph,0.05469926,-8650,Ph,0.0553049,-5400,Ph,0.0553049,-5250,Ph,0.05268023,-4400,Ph,0.05500041,-4400,Ph,0.05324171,-4350,Ph,0.04720483,-4800,Ph,0.05132705,-5050,Ph,0.08082045,-4450,Ph,0.08082045,-4850,Ph,0.06721504
65,-5650,Ph,0.05959421,-2500,Ph,-4800,0.05889147,Ma,0.07532998,-6600,Ph,0.06502649,-3500,Ma,0.06545271,-6950,Ph,0.07206682,-5700,Ph,0.07767503,-5050,Ph,0.07206682,-3400,Ph,0.07532998,-2300,Ph,0.06588456,-4350,Ph,0.06031394,-3900,Ph,0.06813234,-6050,Ph,0.06721504,-5850,Ph,0.05854629,-5900,Ph,0.05469926,-8650,Ph,0.0553049,-5400,Ph,0.0553049,-5300,Ph,0.05268023,-4400,Ph,0.05500041,-4450,Ph,0.05324171,-4400,Ph,0.04720483,-4850,Ph,0.05132705,-5050,Ph,0.08082045,-4450,Ph,0.08082045,-4850,Ph,0.06721504
66,-5650,Ph,0.05959421,-2500,Ph,-4800,0.05889147,Ma,0.07532998,-6600,Ph,0.06502649,-3450,Ma,0.06545271,-6450,Ph,0.07206682,-5700,Ph,0.07767503,-5050,Ph,0.07206682,-3400,Ph,0.07532998,-2300,Ph,0.06588456,-4350,Ph,0.06031394,-3900,Ph,0.06813234,-6050,Ph,0.06721504,-5900,Ph,0.05854629,-5900,Ph,0.05469926,-8650,Ph,0.0553049,-5350,Ph,0.0553049,-5300,Ph,0.05268023,-4450,Ph,0.05500041,-4450,Ph,0.05324171,-4400,Ph,0.04720483,-4850,Ph,0.05132705,-5400,Ph,0.08082045,-4300,Ph,0.08082045,-3550,Ph,0.06721504
67,-5650,Ph,0.05959421,-1850,Ph,-4150,0.05889147,Ma,0.07532998,-6600,Ph,0.06502649,-3450,Ma,0.06545271,-6450,Ph,0.07206682,-5050,Ph,0.07767503,-2650,Ph,0.07206682,-3350,Ph,0.07532998,-2350,Ph,0.06588456,-4350,Ph,0.06031394,-4150,Ph,0.06813234,-6000,Ph,0.06721504,-5900,Ph,0.05854629,-5800,Ph,0.05469926,-8650,Ph,0.0553049,-5350,Ph,0.0553049,-5350,Ph,0.05268023,-4450,Ph,0.05500041,-4450,Ph,0.05324171,-4400,Ph,0.04720483,-4900,Ph,0.05132705,-5400,Ph,0.08082045,-4300,Ph,0.08082045,-3550,Ph,0.06721504
68,-5600,Ph,0.05959421,-1850,Ph,-4150,0.05889147,Ma,0.07532998,-6600,Ph,0.06502649,-3150,Ma,0.06545271,-6400,Ma,0.07206682,-5050,Ph,0.07767503,-2650,Ph,0.07206682,-3350,Ph,0.07532998,-2350,Ph,0.06588456,-3650,Ph,0.06031394,-4150,Ph,0.06813234,-6000,Ph,0.06721504,-6100,Ph,0.05854629,-5800,Ph,0.05469926,-8650,Ph,0.0553049,-5300,Ph,0.0553049,-5350,Ph,0.05268023,-4450,Ph,0.05500041,-4450,Ph,0.05324171,-4450,Ph,0.04720483,-4900,Ph,0.05132705,-5450,Ph,0.08082045,-4350,Ph,0.08082045,-3500,Ph,0.06721504
69,-5600,Ph,0.05959421,-1850,Ph,-4100,0.05889147,Ma,0.07532998,-6550,Ph,0.06502649,-3150,Ma,0.06545271,-6400,Ma,0.07206682,-4600,Ph,0.07767503,-2700,Ph,0.07206682,-3300,Ph,0.07532998,-2400,Ph,0.06588456,-3650,Ph,0.06031394,-4050,Ph,0.06813234,-6000,Ph,0.06721504,-6100,Ph,0.05854629,-5850,Ph,0.05469926,-8600,Ph,0.0553049,-5300,Ph,0.0553049,-5350,Ph,0.05268023,-4500,Ph,0.05500041,-4450,Ph,0.05324171,-4450,Ph,0.04720483,-4950,Ph,0.05132705,-5450,Ph,0.08082045,-4350,Ph,0.08082045,-3500,Ph,0.06721504
70,-5600,Ph,0.05959421,-1850,Ph,-4100,0.05889147,Ma,0.07532998,-6550,Ph,0.06502649,-3200,Ma,0.06545271,-6350,Ma,0.07206682,-4600,Ph,0.07767503,-2700,Ma,0.07206682,-3300,Ph,0.07532998,-2400,Ph,0.06588456,-3700,Ph,0.06031394,-4050,Ph,0.06813234,-6050,Ph,0.06721504,-6050,Ph,0.05854629,-5850,Ph,0.05469926,-8600,Ph,0.0553049,-3850,Ph,0.0553049,-5350,Ph,0.05268023,-4500,Ph,0.05500041,-4500,Ph,0.05324171,-4450,Ph,0.04720483,-4950,Ph,0.05132705,-5050,Ph,0.08082045,-4850,Ph,0.08082045,-3450,Ph,0.06721504
71,-5550,Ph,0.05959421,-1900,Ph,-4050,0.05889147,Ma,0.07532998,-6650,Ph,0.06502649,-3200,Ma,0.06545271,-6350,Ma,0.07206682,-4550,Ph,0.07767503,-2750,Ma,0.07206682,-3250,Ph,0.07532998,-2600,Ph,0.06588456,-3700,Ph,0.06031394,-4000,Ph,0.06813234,-6050,Ph,0.06721504,-6050,Ph,0.05854629,-5950,Ph,0.05469926,-8600,Ph,0.0553049,-3850,Ph,0.0553049,-4700,Ph,0.05268023,-4500,Ph,0.05500041,-4500,Ph,0.05324171,-4500,Ph,0.04720483,-5000,Ph,0.05132705,-5050,Ph,0.08082045,-4850,Ph,0.08082045,-3450,Ph,0.06721504
72,-5550,Ph,0.05959421,-1900,Ph,-4050,0.05889147,Ma,0.07532998,-6650,Ph,0.06502649,-3800,Ma,0.06545271,-6000,Ma,0.07206682,-4550,Ph,0.07767503,-2750,Ma,0.07206682,-3250,Ph,0.07532998,-2600,Ph,0.06588456,-3750,Ph,0.06031394,-4000,Ph,0.06813234,-7150,Ph,0.06721504,-4550,Ph,0.05854629,-5950,Ph,0.05469926,-8600,Ph,0.0553049,-5600,Ph,0.0553049,-4700,Ph,0.05268023,-4300,Ph,0.05500041,-4500,Ph,0.05324171,-4500,Ph,0.04720483,-5000,Ph,0.05132705,-5100,Ph,0.08082045,-4800,Ph,0.08082045,-3400,Ph,0.06721504
73,-5550,Ph,0.05959421,-1900,Ph,-4350,0.05889147,Ma,0.07532998,-6850,Ph,0.06502649,-3800,Ma,0.06545271,-6000,Ma,0.07206682,-4500,Ph,0.07767503,-2800,Ma,0.07206682,-3200,Ph,0.07532998,-2150,Ph,0.06588456,-3750,Ph,0.06031394,-3750,Ph,0.06813234,-7150,Ph,0.06721504,-4550,Ph,0.05854629,-5700,Ph,0.05469926,-8550,Ph,0.0553049,-5600,Ph,0.0553049,-4700,Ph,0.05268023,-4300,Ph,0.05500041,-4300,Ph,0.05324171,-4500,Ph,0.04720483,-4650,Ph,0.05132705,-5100,Ph,0.08082045,-4800,Ph,0.08082045,-3400,Ph,0.06721504
74,-5550,Ph,0.05959421,-1900,Ph,-4350,0.05889147,Ma,0.07532998,-6850,Ph,0.06502649,-3750,Ma,0.06545271,-6300,Ma,0.07206682,-4500,Ph,0.07767503,-2800,Ma,0.07206682,-3200,Ph,0.07532998,-2150,Ph,0.06588456,-3800,Ph,0.06031394,-3750,Ph,0.06813234,-7100,Ph,0.06721504,-4650,Ph,0.05854629,-5700,Ph,0.05469926,-8550,Ph,0.0553049,-5650,Ph,0.0553049,-4700,Ph,0.05268023,-4300,Ph,0.05500041,-4300,Ph,0.05324171,-4300,Ph,0.04720483,-4650,Ph,0.05132705,-5150,Ph,0.08082045,-4750,Ph,0.08082045,-3350,Ph,0.06721504
75,-5550,Ph,0.05959421,-1950,Ph,-4400,0.05889147,Ma,0.07532998,-7650,Ph,0.06502649,-3750,Ma,0.06545271,-6300,Ma,0.07206682,-4450,Ph,0.07767503,-2850,Ma,0.07206682,-3150,Ph,0.07532998,-2200,Ph,0.06588456,-3800,Ph,0.06031394,-3800,Ph,0.06813234,-7100,Ph,0.06721504,-4650,Ph,0.05854629,-5750,Ph,0.05469926,-8550,Ph,0.0553049,-5650,Ph,0.0553049,-4700,Ph,0.05268023,-4250,Ph,0.05500041,-4300,Ph,0.05324171,-4300,Ph,0.04720483,-4550,Ph,0.05132705,-5150,Ph,0.08082045,-4750,Ph,0.08082045,-3350,Ph,0.06721504
76,-5500,Ph,0.05959421,-1950,Ph,-4400,0.05889147,Ma,0.07532998,-7650,Ma,0.06502649,-3700,Ma,0.06545271,-5950,Ma,0.07206682,-4450,Ph,0.07767503,-2850,Ma,0.07206682,-3150,Ma,0.07532998,-2200,Ph,0.06588456,-3800,Ph,0.06031394,-3800,Ph,0.06813234,-7050,Ph,0.06721504,-4400,Ph,0.05854629,-5750,Ph,0.05469926,-8550,Ph,0.0553049,-5700,Ph,0.0553049,-4700,Ph,0.05268023,-4250,Ph,0.05500041,-4300,Ph,0.05324171,-4300,Ph,0.04720483,-4550,Ph,0.05132705,-5200,Ph,0.08082045,-4400,Ph,0.08082045,-3300,Ph,0.06721504
