observ,profile1,tectonics1,tg1,profile2,tectonics2,profile3,tg2,tectonics3,tg3,profile4,tectonics4,tg4,profile5,tectonics5,tg5,profile6,tectonics6,tg6,profile7,tectonics7,tg7,profile8,tectonics8,tg8,profile9,tectonics9,tg9,profile10,tectonics10,tg10,profile11,tectonics11,tg11,profile12,tectonics12,tg12,profile13,tectonics13,tg13,profile14,tectonics14,tg14,profile15,tectonics15,tg15,profile16,tectonics16,tg16,profile17,tectonics17,tg17,profile18,tectonics18,tg18,profile19,tectonics19,tg19,profile20,tectonics20,tg20,profile21,tectonics21,tg21,profile22,tectonics22,tg22,profile23,tectonics23,tg23,profile24,tectonics24,tg24,profile25,tectonics25,tg25
104,-5150,Ph,0.05959421,-1750,Ma,-5050,0.05889147,Ma,0.07532998,-7100,Ma,0.06502649,-3450,Ma,0.06545271,-6700,Ma,0.07206682,-4200,Ph,0.07767503,-2150,Ma,0.07206682,-4350,Ma,0.07532998,-3250,Ph,0.06588456,-3300,Ph,0.06031394,-1450,Ph,0.06813234,-3850,Ph,0.06721504,-5350,Ph,0.05854629,-4650,Ph,0.05469926,-3700,Ph,0.0553049,-5400,Ph,0.0553049,-4950,Ph,0.05268023,-4200,Ph,0.05500041,-4150,Ph,0.05324171,-3750,Ph,0.04720483,-4000,Ph,0.05132705,-4600,Ph,0.08082045,-3950,Ph,0.08082045,-4550,Ph,0.06721504
105,-5150,Ph,0.05959421,-1550,Ma,-5300,0.05889147,Ma,0.07532998,-7400,Ma,0.06502649,-3450,Ma,0.06545271,-6700,Ma,0.07206682,-4200,Ph,0.07767503,-2200,Ma,0.07206682,-4300,Ma,0.07532998,-3300,Ph,0.06588456,-3300,Ph,0.06031394,-1150,Ph,0.06813234,-3850,Ph,0.06721504,-5350,Ph,0.05854629,-4100,Ph,0.05469926,-3800,Ph,0.0553049,-5400,Ph,0.0553049,-5000,Ph,0.05268023,-4200,Ph,0.05500041,-4200,Ph,0.05324171,-3750,Ph,0.04720483,-4000,Ph,0.05132705,-4600,Ph,0.08082045,-3950,Ph,0.08082045,-4550,Ph,0.06721504
106,-5150,Ph,0.05959421,-1550,Ma,-5450,0.05889147,Ma,0.07532998,-7400,Ma,0.06502649,-4200,Ma,0.06545271,-6650,Ma,0.07206682,-4200,Ph,0.07767503,-2200,Ma,0.07206682,-4300,Ma,0.07532998,-3300,Ph,0.06588456,-3350,Ph,0.06031394,-1150,Ph,0.06813234,-3850,Ph,0.06721504,-3100,Ph,0.05854629,-4100,Ph,0.05469926,-3800,Ph,0.0553049,-5450,Ph,0.0553049,-5000,Ph,0.05268023,-4200,Ph,0.05500041,-4200,Ph,0.05324171,-3750,Ph,0.04720483,-4000,Ph,0.05132705,-4600,Ph,0.08082045,-4700,Ph,0.08082045,-4500,Ph,0.06721504
107,-5150,Ph,0.05959421,-1550,Ma,-5250,0.05889147,Ma,0.07532998,-7400,Ma,0.06502649,-4200,Ma,0.06545271,-6650,Ma,0.07206682,-4250,Ph,0.07767503,-2250,Ma,0.07206682,-4250,Ma,0.07532998,-3400,Ph,0.06588456,-3350,Ph,0.06031394,-1100,Ph,0.06813234,-3850,Ph,0.06721504,-3100,Ph,0.05854629,-4150,Ph,0.05469926,-3750,Ph,0.0553049,-5450,Ph,0.0553049,-5000,Ph,0.05268023,-4200,Ph,0.05500041,-4200,Ph,0.05324171,-3800,Ph,0.04720483,-4000,Ph,0.05132705,-4600,Ph,0.08082045,-4700,Ph,0.08082045,-4500,Ph,0.06721504
108,-5200,Ph,0.05959421,-1550,Ma,-5250,0.05889147,Ma,0.07532998,-7400,Ma,0.06502649,-3950,Ma,0.06545271,-5850,Ma,0.07206682,-4250,Ph,0.07767503,-2250,Ma,0.07206682,-4250,Ma,0.07532998,-3400,Ph,0.06588456,-3400,Ph,0.06031394,-1100,Ph,0.06813234,-3850,Ph,0.06721504,-3050,Ph,0.05854629,-4150,Ph,0.05469926,-3750,Ph,0.0553049,-5850,Ph,0.0553049,-5000,Ph,0.05268023,-4200,Ph,0.05500041,-4200,Ph,0.05324171,-3800,Ph,0.04720483,-4000,Ph,0.05132705,-4350,Ph,0.08082045,-4700,Ph,0.08082045,-4100,Ph,0.06721504
109,-5200,Ph,0.05959421,-1800,Ma,-5700,0.05889147,Ma,0.07532998,-7450,Ma,0.06502649,-3950,Ma,0.06545271,-5850,Ma,0.07206682,-4300,Ph,0.07767503,-1600,Ma,0.07206682,-4200,Ma,0.07532998,-4300,Ph,0.06588456,-3400,Ph,0.06031394,-1050,Ph,0.06813234,-3850,Ph,0.06721504,-3050,Ph,0.05854629,-4200,Ph,0.05469926,-3850,Ph,0.0553049,-5850,Ph,0.0553049,-5000,Ph,0.05268023,-3650,Ph,0.05500041,-4200,Ph,0.05324171,-3800,Ph,0.04720483,-4000,Ph,0.05132705,-4350,Ph,0.08082045,-4700,Ph,0.08082045,-4100,Ph,0.06721504
110,-5200,Ph,0.05959421,-1800,Ma,-5700,0.05889147,Ma,0.07532998,-7450,Ma,0.06502649,-4700,Ma,0.06545271,-5300,Ma,0.07206682,-4300,Ph,0.07767503,-1600,Ma,0.07206682,-4200,Ma,0.07532998,-4300,Ph,0.06588456,-3450,Ph,0.06031394,-1050,Ph,0.06813234,-3900,Ph,0.06721504,-3000,Ph,0.05854629,-4200,Ph,0.05469926,-3850,Ph,0.0553049,-4600,Ph,0.0553049,-5000,Ph,0.05268023,-3650,Ph,0.05500041,-3650,Ph,0.05324171,-3800,Ph,0.04720483,-4050,Ph,0.05132705,-4350,Ph,0.08082045,-4700,Ph,0.08082045,-4050,Ph,0.06721504
111,-5200,Ph,0.05959421,-1800,Ma,-5700,0.05889147,Ma,0.07532998,-7600,Ma,0.06502649,-4700,Ma,0.06545271,-5300,Ma,0.07206682,-4350,Ph,0.07767503,-1650,Ma,0.07206682,-4150,Ma,0.07532998,-3550,Ph,0.06588456,-3450,Ph,0.06031394,-1900,Ph,0.06813234,-3900,Ph,0.06721504,-3000,Ph,0.05854629,-6000,Ph,0.05469926,-3900,Ph,0.0553049,-4600,Ph,0.0553049,-4650,Ph,0.05268023,-3700,Ph,0.05500041,-3650,Ph,0.05324171,-3850,Ph,0.04720483,-4050,Ph,0.05132705,-4400,Ph,0.08082045,-4700,Ph,0.08082045,-4050,Ph,0.06721504
112,-5200,Ph,0.05959421,-1800,Ma,-5700,0.05889147,Ma,0.07532998,-7600,Ma,0.06502649,-4650,Ma,0.06545271,-5300,Ma,0.07206682,-4350,Ph,0.07767503,-1650,Ma,0.07206682,-4150,Ma,0.07532998,-3550,Ph,0.06588456,-3500,Ph,0.06031394,-1900,Ph,0.06813234,-3900,Ph,0.06721504,-2950,Ph,0.05854629,-6000,Ph,0.05469926,-3900,Ph,0.0553049,-4550,Ph,0.0553049,-4650,Ph,0.05268023,-3700,Ph,0.05500041,-3650,Ph,0.05324171,-3850,Ph,0.04720483,-4050,Ph,0.05132705,-4400,Ph,0.08082045,-4750,Ph,0.08082045,-4000,Ph,0.06721504
113,-5250,Ph,0.05959421,-1500,Ma,-5700,0.05889147,Ma,0.07532998,-7550,Ma,0.06502649,-4650,Ma,0.06545271,-5300,Ma,0.07206682,-3550,Ph,0.07767503,-1700,Ma,0.07206682,-4100,Ma,0.07532998,-3500,Ph,0.06588456,-3500,Ph,0.06031394,-1850,Ph,0.06813234,-3900,Ph,0.06721504,-2950,Ph,0.05854629,-6050,Ph,0.05469926,-3450,Ph,0.0553049,-4550,Ph,0.0553049,-4650,Ph,0.05268023,-3750,Ph,0.05500041,-3650,Ph,0.05324171,-3850,Ph,0.04720483,-4050,Ph,0.05132705,-4400,Ph,0.08082045,-4750,Ph,0.08082045,-4000,Ph,0.06721504
114,-5250,Ph,0.05959421,-1500,Ma,-5700,0.05889147,Ma,0.07532998,-7550,Ma,0.06502649,-4600,Ma,0.06545271,-5350,Ma,0.07206682,-3550,Ph,0.07767503,-1700,Ma,0.07206682,-4100,Ma,0.07532998,-3500,Ph,0.06588456,-2850,Ph,0.06031394,-1850,Ph,0.06813234,-3900,Ph,0.06721504,-8550,Ph,0.05854629,-6050,Ph,0.05469926,-3450,Ph,0.0553049,-4500,Ph,0.0553049,-4650,Ph,0.05268023,-3750,Ph,0.05500041,-3700,Ph,0.05324171,-3850,Ph,0.04720483,-4050,Ph,0.05132705,-4450,Ph,0.08082045,-4750,Ph,0.08082045,-3950,Ph,0.06721504
115,-5250,Ph,0.05959421,-1500,Ma,-5700,0.05889147,Ma,0.07532998,-7200,Ma,0.06502649,-4600,Ma,0.06545271,-5350,Ma,0.07206682,-3500,Ph,0.07767503,-1750,Ma,0.07206682,-4050,Ma,0.07532998,-3450,Ph,0.06588456,-2850,Ph,0.06031394,-1800,Ph,0.06813234,-3900,Ph,0.06721504,-8550,Ph,0.05854629,-5550,Ph,0.05469926,-3500,Ph,0.0553049,-4500,Ph,0.0553049,-4650,Ph,0.05268023,-3800,Ph,0.05500041,-3700,Ph,0.05324171,-3900,Ph,0.04720483,-4050,Ph,0.05132705,-4450,Ph,0.08082045,-4750,Ph,0.08082045,-3950,Ph,0.06721504
116,-5250,Ph,0.05959421,-1500,Ma,-5700,0.05889147,Ma,0.07532998,-7200,Ma,0.06502649,-4550,Ma,0.06545271,-5800,Ma,0.07206682,-3500,Ph,0.07767503,-1750,Ma,0.07206682,-4050,Ma,0.07532998,-3450,Ph,0.06588456,-2900,Ph,0.06031394,-1800,Ph,0.06813234,-3650,Ph,0.06721504,-8500,Ph,0.05854629,-5550,Ph,0.05469926,-3500,Ph,0.0553049,-5300,Ph,0.0553049,-4550,Ph,0.05268023,-3800,Ph,0.05500041,-3700,Ph,0.05324171,-3900,Ph,0.04720483,-4050,Ph,0.05132705,-4450,Ph,0.08082045,-4800,Ph,0.08082045,-4250,Ph,0.06721504
117,-5250,Ph,0.05959421,-1450,Ma,-5750,0.05889147,Ma,0.07532998,-6450,Ma,0.06502649,-4550,Ma,0.06545271,-5800,Ma,0.07206682,-3450,Ph,0.07767503,-1800,Ma,0.07206682,-5600,Ma,0.07532998,-3600,Ph,0.06588456,-2900,Ph,0.06031394,-2050,Ph,0.06813234,-3650,Ph,0.06721504,-8500,Ph,0.05854629,-5600,Ph,0.05469926,-3550,Ph,0.0553049,-5300,Ph,0.0553049,-4550,Ph,0.05268023,-3850,Ph,0.05500041,-3700,Ph,0.05324171,-3900,Ph,0.04720483,-4100,Ph,0.05132705,-4500,Ph,0.08082045,-4800,Ph,0.08082045,-4250,Ph,0.06721504
118,-5300,Ph,0.05959421,-1450,Ma,-5750,0.05889147,Ma,0.07532998,-6450,Ma,0.06502649,-4500,Ma,0.06545271,-5750,Ma,0.07206682,-3450,Ph,0.07767503,-1800,Ma,0.07206682,-5600,Ma,0.07532998,-3600,Ph,0.06588456,-2950,Ph,0.06031394,-2050,Ph,0.06813234,-3700,Ph,0.06721504,-8450,Ph,0.05854629,-5600,Ph,0.05469926,-3550,Ph,0.0553049,-4450,Ph,0.0553049,-4550,Ph,0.05268023,-3850,Ph,0.05500041,-3750,Ph,0.05324171,-3900,Ph,0.04720483,-4100,Ph,0.05132705,-4500,Ph,0.08082045,-5400,Ph,0.08082045,-4250,Ph,0.06721504
119,-5300,Ph,0.05959421,-1450,Ma,-5750,0.05889147,Ma,0.07532998,-6400,Ma,0.06502649,-4500,Ma,0.06545271,-5750,Ma,0.07206682,-3400,Ph,0.07767503,-1850,Ma,0.07206682,-5550,Ma,0.07532998,-3650,Ph,0.06588456,-2950,Ph,0.06031394,-2150,Ph,0.06813234,-3700,Ph,0.06721504,-8450,Ph,0.05854629,-5650,Ph,0.05469926,-4500,Ph,0.0553049,-4450,Ph,0.0553049,-4550,Ph,0.05268023,-3900,Ph,0.05500041,-3750,Ph,0.05324171,-3900,Ph,0.04720483,-4100,Ph,0.05132705,-4500,Ph,0.08082045,-5400,Ph,0.08082045,-4250,Ph,0.06721504
120,-5300,Ph,0.05959421,-1450,Ma,-5750,0.05889147,Ma,0.07532998,-6400,Ma,0.06502649,-4450,Ma,0.06545271,-5750,Ma,0.07206682,-3400,Ph,0.07767503,-1850,Ma,0.07206682,-5550,Ma,0.07532998,-3650,Ma,0.06588456,-3000,Ph,0.06031394,-2150,Ph,0.06813234,-2250,Ph,0.06721504,-8400,Ph,0.05854629,-5650,Ph,0.05469926,-4500,Ph,0.0553049,-5350,Ph,0.0553049,-4550,Ph,0.05268023,-3900,Ph,0.05500041,-3750,Ph,0.05324171,-3900,Ph,0.04720483,-4150,Ph,0.05132705,-4300,Ph,0.08082045,-5450,Ph,0.08082045,-4450,Ph,0.06721504
121,-5300,Ph,0.05959421,-3800,Ma,-5750,0.05889147,Ma,0.07532998,-6350,Ma,0.06502649,-4450,Ma,0.06545271,-5750,Ma,0.07206682,-3350,Ph,0.07767503,-1900,Ma,0.07206682,-5550,Ma,0.07532998,-4050,Ma,0.06588456,-3000,Ph,0.06031394,-2100,Ph,0.06813234,-2250,Ph,0.06721504,-8400,Ph,0.05854629,-3550,Ph,0.05469926,-4950,Ph,0.0553049,-5350,Ph,0.0553049,-4550,Ph,0.05268023,-3900,Ph,0.05500041,-3750,Ph,0.05324171,-3900,Ph,0.04720483,-4150,Ph,0.05132705,-4300,Ph,0.08082045,-5450,Ph,0.08082045,-4450,Ph,0.06721504
122,-5300,Ph,0.05959421,-3800,Ma,-5750,0.05889147,Ma,0.07532998,-6350,Ma,0.06502649,-4400,Ma,0.06545271,-5600,Ma,0.07206682,-3350,Ph,0.07767503,-1900,Ma,0.07206682,-5550,Ma,0.07532998,-4050,Ma,0.06588456,-3050,Ph,0.06031394,-2100,Ph,0.06813234,-2200,Ph,0.06721504,-5550,Ph,0.05854629,-3550,Ph,0.05469926,-4950,Ph,0.0553049,-4400,Ph,0.0553049,-4600,Ph,0.05268023,-3900,Ph,0.05500041,-3800,Ph,0.05324171,-3950,Ph,0.04720483,-4150,Ph,0.05132705,-4300,Ph,0.08082045,-5050,Ph,0.08082045,-4450,Ph,0.06721504
123,-5350,Ph,0.05959421,-3800,Ma,-5750,0.05889147,Pc,0.07532998,-6000,Ma,0.06502649,-4400,Ma,0.06545271,-5600,Ma,0.07206682,-3250,Ph,0.07767503,-1250,Ma,0.07206682,-5650,Ma,0.07532998,-3250,Ma,0.06588456,-3050,Ph,0.06031394,-2250,Ph,0.06813234,-2200,Ph,0.06721504,-5550,Ph,0.05854629,-3500,Ph,0.05469926,-5000,Ph,0.0553049,-4400,Ph,0.0553049,-4600,Ph,0.05268023,-3900,Ph,0.05500041,-3800,Ph,0.05324171,-3950,Ph,0.04720483,-4200,Ph,0.05132705,-4250,Ph,0.08082045,-5050,Ph,0.08082045,-4450,Ph,0.06721504
124,-5350,Ph,0.05959421,-3800,Ma,-5750,0.05889147,Pc,0.07532998,-6000,Ma,0.06502649,-5050,Ma,0.06545271,-5650,Ma,0.07206682,-3250,Ph,0.07767503,-1250,Ma,0.07206682,-5650,Ma,0.07532998,-3250,Ma,0.06588456,-3100,Ph,0.06031394,-2250,Ph,0.06813234,-2400,Ph,0.06721504,-5700,Ph,0.05854629,-3500,Ph,0.05469926,-5000,Ph,0.0553049,-4800,Ph,0.0553049,-4600,Ph,0.05268023,-3900,Ph,0.05500041,-3800,Ph,0.05324171,-3950,Ph,0.04720483,-4200,Ph,0.05132705,-4250,Ph,0.08082045,-5100,Ph,0.08082045,-4400,Ph,0.06721504
125,-5350,Ph,0.05959421,-3750,Ma,-5750,0.05889147,Pc,0.07532998,-6300,Ma,0.06502649,-5050,Ma,0.06545271,-5650,Ma,0.07206682,-3300,Ph,0.07767503,-1300,Ma,0.07206682,-5600,Ma,0.07532998,-3750,Ma,0.06588456,-3100,Ph,0.06031394,-2250,Ph,0.06813234,-2400,Ph,0.06721504,-5700,Ph,0.05854629,-3800,Ph,0.05469926,-5050,Ph,0.0553049,-4800,Ph,0.0553049,-4600,Ph,0.05268023,-3900,Ph,0.05500041,-3800,Ph,0.05324171,-3950,Ph,0.04720483,-4200,Ph,0.05132705,-4250,Ph,0.08082045,-5100,Ph,0.08082045,-4400,Ph,0.06721504
126,-5350,Ph,0.05959421,-3750,Ma,-5750,0.05889147,Pc,0.07532998,-6300,Ma,0.06502649,-5000,Ma,0.06545271,-5850,Ma,0.07206682,-3300,Ph,0.07767503,-1300,Ma,0.07206682,-5600,Ma,0.07532998,-3750,Ma,0.06588456,-3150,Ph,0.06031394,-2250,Ph,0.06813234,-2350,Ph,0.06721504,-5750,Ph,0.05854629,-3800,Ph,0.05469926,-5050,Ph,0.0553049,-5000,Ph,0.0553049,-4600,Ph,0.05268023,-3950,Ph,0.05500041,-3800,Ph,0.05324171,-3950,Ph,0.04720483,-3650,Ph,0.05132705,-4000,Ph,0.08082045,-5150,Ph,0.08082045,-4400,Ph,0.06721504
127,-5350,Ph,0.05959421,-3750,Ma,-5950,0.05889147,Pc,0.07532998,-5950,Ma,0.06502649,-5000,Ma,0.06545271,-5850,Ma,0.07206682,-3850,Ph,0.07767503,-1350,Ma,0.07206682,-5700,Ma,0.07532998,-3700,Ma,0.06588456,-3150,Ph,0.06031394,-1950,Ph,0.06813234,-2350,Ph,0.06721504,-5750,Ph,0.05854629,-3800,Ph,0.05469926,-5100,Ph,0.0553049,-5000,Ph,0.0553049,-4600,Ph,0.05268023,-3950,Ph,0.05500041,-3800,Ph,0.05324171,-3300,Ph,0.04720483,-3650,Ph,0.05132705,-4000,Ph,0.08082045,-5150,Ph,0.08082045,-4400,Ph,0.06721504
128,-4700,Ph,0.05959421,-3750,Ma,-5950,0.05889147,Pc,0.07532998,-5950,Ma,0.06502649,-4950,Ma,0.06545271,-5900,Ma,0.07206682,-3850,Ph,0.07767503,-1350,Ma,0.07206682,-5700,Ma,0.07532998,-3700,Ma,0.06588456,-2550,Ph,0.06031394,-1950,Ph,0.06813234,-2300,Ph,0.06721504,-5800,Ph,0.05854629,-3800,Ph,0.05469926,-5100,Ph,0.0553049,-4950,Ph,0.0553049,-4350,Ph,0.05268023,-3950,Ph,0.05500041,-3850,Ph,0.05324171,-3300,Ph,0.04720483,-3650,Ph,0.05132705,-4000,Ph,0.08082045,-5200,Ph,0.08082045,-4350,Ph,0.06721504
129,-4700,Ph,0.05959421,-3700,Ma,-6650,0.05889147,Pc,0.07532998,-5950,Ma,0.06502649,-4950,Ma,0.06545271,-5900,Ma,0.07206682,-3800,Ph,0.07767503,-1400,Ma,0.07206682,-5500,Ma,0.07532998,-3150,Ma,0.06588456,-2550,Ph,0.06031394,-1950,Ph,0.06813234,-2300,Ph,0.06721504,-5800,Ph,0.05854629,-3800,Ph,0.05469926,-5150,Ph,0.0553049,-4950,Ph,0.0553049,-4350,Ph,0.05268023,-3950,Ph,0.05500041,-3850,Ph,0.05324171,-3300,Ph,0.04720483,-3650,Ph,0.05132705,-4000,Ph,0.08082045,-5200,Ph,0.08082045,-4350,Ph,0.06721504
130,-4700,Ph,0.05959421,-3700,Ma,-6650,0.05889147,Pc,0.07532998,-5950,Ma,0.06502649,-4900,Ma,0.06545271,-5550,Ma,0.07206682,-3800,Ph,0.07767503,-1400,Ma,0.07206682,-5550,Ma,0.07532998,-3150,Ma,0.06588456,-2600,Ph,0.06031394,-1950,Ph,0.06813234,-2500,Ph,0.06721504,-5850,Ph,0.05854629,-3800,Ph,0.05469926,-5150,Ph,0.0553049,-4750,Ph,0.0553049,-4350,Ph,0.05268023,-3950,Ph,0.05500041,-3900,Ph,0.05324171,-3300,Ph,0.04720483,-3650,Ph,0.05132705,-4000,Ph,0.08082045,-5250,Ph,0.08082045,-4350,Ph,0.06721504
131,-4700,Ph,0.05959421,-3700,Ma,-4850,0.05889147,Pc,0.07532998,-5900,Ma,0.06502649,-4900,Ma,0.06545271,-5550,Ma,0.07206682,-3750,Ph,0.07767503,-1450,Ma,0.07206682,-3800,Ma,0.07532998,-3400,Ma,0.06588456,-2600,Ph,0.06031394,-1900,Ph,0.06813234,-2500,Ph,0.06721504,-5850,Ph,0.05854629,-3750,Ph,0.05469926,-5200,Ph,0.0553049,-4750,Ph,0.0553049,-4350,Ph,0.05268023,-3950,Ph,0.05500041,-3900,Ph,0.05324171,-3350,Ph,0.04720483,-3700,Ph,0.05132705,-4000,Ph,0.08082045,-5250,Ph,0.08082045,-4350,Ph,0.06721504
132,-4700,Ph,0.05959421,-3700,Ma,-4850,0.05889147,Pc,0.07532998,-5900,Ma,0.06502649,-4850,Ma,0.06545271,-5700,Ma,0.07206682,-3750,Ph,0.07767503,-1450,Ma,0.07206682,-3800,Ma,0.07532998,-3400,Ma,0.06588456,-2650,Ph,0.06031394,-1900,Ph,0.06813234,-2550,Ph,0.06721504,-5900,Ph,0.05854629,-3750,Ph,0.05469926,-5200,Ph,0.0553049,-4700,Ph,0.0553049,-4400,Ph,0.05268023,-3950,Ph,0.05500041,-3900,Ph,0.05324171,-3350,Ph,0.04720483,-3700,Ph,0.05132705,-4000,Ph,0.08082045,-5300,Ph,0.08082045,-4300,Ph,0.06721504
133,-4750,Ph,0.05959421,-3650,Ma,-4900,0.05889147,Pc,0.07532998,-5900,Ma,0.06502649,-4850,Ma,0.06545271,-5700,Ma,0.07206682,-3700,Ph,0.07767503,-1500,Ma,0.07206682,-3800,Ma,0.07532998,-3500,Ma,0.06588456,-2650,Ph,0.06031394,-1900,Ph,0.06813234,-2550,Ph,0.06721504,-5900,Ph,0.05854629,-3750,Ph,0.05469926,-5250,Ph,0.0553049,-4700,Ph,0.0553049,-4400,Ph,0.05268023,-3300,Ph,0.05500041,-3900,Ph,0.05324171,-3350,Ph,0.04720483,-3700,Ph,0.05132705,-4000,Ph,0.08082045,-5300,Ph,0.08082045,-4300,Ph,0.06721504
134,-4750,Ph,0.05959421,-3650,Ma,-4900,0.05889147,Pc,0.07532998,-5900,Ma,0.06502649,-4800,Ma,0.06545271,-5650,Ma,0.07206682,-3700,Ph,0.07767503,-1500,Ma,0.07206682,-3800,Ma,0.07532998,-3500,Ma,0.06588456,-2700,Ph,0.06031394,-1900,Ph,0.06813234,-2600,Ph,0.06721504,-5500,Ph,0.05854629,-3750,Ph,0.05469926,-5250,Ph,0.0553049,-5250,Ph,0.0553049,-4400,Ph,0.05268023,-3300,Ph,0.05500041,-3900,Ph,0.05324171,-3350,Ph,0.04720483,-3700,Ph,0.05132705,-4000,Ph,0.08082045,-5350,Ph,0.08082045,-4300,Ph,0.06721504
135,-4750,Ph,0.05959421,-3650,Ma,-5750,0.05889147,Pc,0.07532998,-6150,Ma,0.06502649,-4800,Ma,0.06545271,-5650,Ma,0.07206682,-3650,Ph,0.07767503,-1550,Ma,0.07206682,-3750,Ma,0.07532998,-3450,Ma,0.06588456,-2700,Ph,0.06031394,-2000,Ph,0.06813234,-2600,Ph,0.06721504,-5500,Ph,0.05854629,-3750,Ph,0.05469926,-4250,Ph,0.0553049,-5250,Ph,0.0553049,-4400,Ph,0.05268023,-3350,Ph,0.05500041,-3950,Ph,0.05324171,-3350,Ph,0.04720483,-3700,Ph,0.05132705,-4050,Ph,0.08082045,-5350,Ph,0.08082045,-4300,Ph,0.06721504
136,-4750,Ph,0.05959421,-3650,Ma,-5750,0.05889147,Pc,0.07532998,-6150,Ma,0.06502649,-4750,Ma,0.06545271,-5500,Ma,0.07206682,-3650,Ph,0.07767503,-1550,Ma,0.07206682,-3750,Ma,0.07532998,-3450,Ma,0.06588456,-2750,Ph,0.06031394,-2000,Ph,0.06813234,-2650,Ph,0.06721504,-5550,Ph,0.05854629,-3750,Ph,0.05469926,-4250,Ph,0.0553049,-4650,Ph,0.0553049,-4450,Ph,0.05268023,-3350,Ph,0.05500041,-3950,Ph,0.05324171,-3350,Ph,0.04720483,-3750,Ph,0.05132705,-4050,Ph,0.08082045,-4700,Ph,0.08082045,-3650,Ph,0.06721504
137,-4750,Ph,0.05959421,-5700,Ma,-5800,0.05889147,Pc,0.07532998,-6100,Ma,0.06502649,-4750,Ma,0.06545271,-5500,Ma,0.07206682,-3600,Ph,0.07767503,-900,Ma,0.07206682,-3750,Ma,0.07532998,-3200,Ma,0.06588456,-2750,Ph,0.06031394,-1850,Ph,0.06813234,-2650,Ph,0.06721504,-5550,Ph,0.05854629,-3650,Ph,0.05469926,-4250,Ph,0.0553049,-4650,Ph,0.0553049,-4450,Ph,0.05268023,-3400,Ph,0.05500041,-3950,Ph,0.05324171,-3400,Ph,0.04720483,-3750,Ph,0.05132705,-4050,Ph,0.08082045,-4700,Ph,0.08082045,-3650,Ph,0.06721504
138,-4800,Ph,0.05959421,-5700,Ma,-5800,0.05889147,Pc,0.07532998,-6100,Ma,0.06502649,-3900,Ma,0.06545271,-5650,Ma,0.07206682,-3600,Ph,0.07767503,-900,Ma,0.07206682,-3750,Ma,0.07532998,-3200,Ma,0.06588456,-2800,Ph,0.06031394,-1850,Ph,0.06813234,-2700,Ph,0.06721504,-5600,Ph,0.05854629,-3650,Ph,0.05469926,-4250,Ph,0.0553049,-4850,Ph,0.0553049,-4450,Ph,0.05268023,-3400,Ph,0.05500041,-3300,Ph,0.05324171,-3400,Ph,0.04720483,-3750,Ph,0.05132705,-4050,Ph,0.08082045,-4700,Ph,0.08082045,-3600,Ph,0.06721504
139,-4800,Ph,0.05959421,-5700,Ma,-5850,0.05889147,Pc,0.07532998,-6050,Ma,0.06502649,-3900,Ma,0.06545271,-5650,Ma,0.07206682,-5250,Ph,0.07767503,-950,Ma,0.07206682,-3700,Ma,0.07532998,-2000,Ma,0.06588456,-2800,Ph,0.06031394,-1800,Ph,0.06813234,-2700,Ph,0.06721504,-5600,Ph,0.05854629,-3700,Ph,0.05469926,-4300,Ph,0.0553049,-4850,Ph,0.0553049,-4450,Ph,0.05268023,-3450,Ph,0.05500041,-3300,Ph,0.05324171,-3400,Ph,0.04720483,-3750,Ph,0.05132705,-4050,Ph,0.08082045,-4700,Ph,0.08082045,-3600,Ph,0.06721504
140,-4800,Ph,0.05959421,-5700,Ma,-5850,0.05889147,Pc,0.07532998,-6050,Ma,0.06502649,-3850,Ma,0.06545271,-5650,Ma,0.07206682,-5250,Ph,0.07767503,-950,Ma,0.07206682,-3700,Ma,0.07532998,-2000,Ma,0.06588456,-2400,Ph,0.06031394,-1800,Ph,0.06813234,-2750,Ph,0.06721504,-5650,Ph,0.05854629,-3700,Ph,0.05469926,-4300,Ph,0.0553049,-5150,Ph,0.0553049,-4500,Ph,0.05268023,-3450,Ph,0.05500041,-3350,Ph,0.05324171,-3400,Ph,0.04720483,-3750,Ph,0.05132705,-4050,Ph,0.08082045,-4750,Ph,0.08082045,-4250,Ph,0.06721504
141,-4800,Ph,0.05959421,-5700,Ma,-5500,0.05889147,Pc,0.07532998,-6500,Ma,0.06502649,-3850,Ma,0.06545271,-5650,Ma,0.07206682,-4700,Ph,0.07767503,-1000,Ma,0.07206682,-3700,Ma,0.07532998,-2050,Ma,0.06588456,-2400,Ph,0.06031394,-2200,Ph,0.06813234,-2750,Ph,0.06721504,-5650,Ph,0.05854629,-3700,Ph,0.05469926,-4300,Ph,0.0553049,-5150,Ph,0.0553049,-4500,Ph,0.05268023,-3450,Ph,0.05500041,-3350,Ph,0.05324171,-3400,Ph,0.04720483,-3800,Ph,0.05132705,-4050,Ph,0.08082045,-4750,Ph,0.08082045,-4250,Ph,0.06721504
